Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Genes in same transcription unit	Accession-1	Transcription Units	Regulated-By	GO terms (biological process)
EQU24_RS19740	EQU24_RS19740	4438261	4440000	penicillin-binding protein 2	mraZ // rsmH // ftsL // EQU24_RS19740 // EQU24_RS19735 // EQU24_RS19730 // EQU24_RS19725 // EQU24_RS19720 // ftsW // murG // murC	EQU24_RS19740	mraZ // rsmH // ftsL // EQU24_RS19740 // EQU24_RS19735 // EQU24_RS19730 // EQU24_RS19725 // EQU24_RS19720 // ftsW // murG // murC		
EQU24_RS19735	EQU24_RS19735	4436798	4438264	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase	mraZ // rsmH // ftsL // EQU24_RS19740 // EQU24_RS19735 // EQU24_RS19730 // EQU24_RS19725 // EQU24_RS19720 // ftsW // murG // murC	EQU24_RS19735	mraZ // rsmH // ftsL // EQU24_RS19740 // EQU24_RS19735 // EQU24_RS19730 // EQU24_RS19725 // EQU24_RS19720 // ftsW // murG // murC		
EQU24_RS19730	EQU24_RS19730	4435440	4436801	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase	mraZ // rsmH // ftsL // EQU24_RS19740 // EQU24_RS19735 // EQU24_RS19730 // EQU24_RS19725 // EQU24_RS19720 // ftsW // murG // murC	EQU24_RS19730	mraZ // rsmH // ftsL // EQU24_RS19740 // EQU24_RS19735 // EQU24_RS19730 // EQU24_RS19725 // EQU24_RS19720 // ftsW // murG // murC		
EQU24_RS19725	EQU24_RS19725	4434356	4435438	phospho-N-acetylmuramoyl-pentapeptide- transferase	mraZ // rsmH // ftsL // EQU24_RS19740 // EQU24_RS19735 // EQU24_RS19730 // EQU24_RS19725 // EQU24_RS19720 // ftsW // murG // murC	EQU24_RS19725	mraZ // rsmH // ftsL // EQU24_RS19740 // EQU24_RS19735 // EQU24_RS19730 // EQU24_RS19725 // EQU24_RS19720 // ftsW // murG // murC		
EQU24_RS19720	EQU24_RS19720	4432983	4434353	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	mraZ // rsmH // ftsL // EQU24_RS19740 // EQU24_RS19735 // EQU24_RS19730 // EQU24_RS19725 // EQU24_RS19720 // ftsW // murG // murC	EQU24_RS19720	mraZ // rsmH // ftsL // EQU24_RS19740 // EQU24_RS19735 // EQU24_RS19730 // EQU24_RS19725 // EQU24_RS19720 // ftsW // murG // murC		
ftsW	EQU24_RS19715	4431808	4432986	putative lipid II flippase FtsW	mraZ // rsmH // ftsL // EQU24_RS19740 // EQU24_RS19735 // EQU24_RS19730 // EQU24_RS19725 // EQU24_RS19720 // ftsW // murG // murC	EQU24_RS19715	mraZ // rsmH // ftsL // EQU24_RS19740 // EQU24_RS19735 // EQU24_RS19730 // EQU24_RS19725 // EQU24_RS19720 // ftsW // murG // murC		
murG	EQU24_RS19710	4430771	4431826	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	mraZ // rsmH // ftsL // EQU24_RS19740 // EQU24_RS19735 // EQU24_RS19730 // EQU24_RS19725 // EQU24_RS19720 // ftsW // murG // murC	EQU24_RS19710	mraZ // rsmH // ftsL // EQU24_RS19740 // EQU24_RS19735 // EQU24_RS19730 // EQU24_RS19725 // EQU24_RS19720 // ftsW // murG // murC		
murC	EQU24_RS19705	4429335	4430774	UDP-N-acetylmuramate--L-alanine ligase	mraZ // rsmH // ftsL // EQU24_RS19740 // EQU24_RS19735 // EQU24_RS19730 // EQU24_RS19725 // EQU24_RS19720 // ftsW // murG // murC	EQU24_RS19705	mraZ // rsmH // ftsL // EQU24_RS19740 // EQU24_RS19735 // EQU24_RS19730 // EQU24_RS19725 // EQU24_RS19720 // ftsW // murG // murC		
murB	EQU24_RS19700	4428380	4429273	UDP-N-acetylmuramate dehydrogenase	murB // EQU24_RS19695 // EQU24_RS19690 // ftsA // ftsZ	EQU24_RS19700	murB // EQU24_RS19695 // EQU24_RS19690 // ftsA // ftsZ		
EQU24_RS19695	EQU24_RS19695	4427451	4428383	D-alanine--D-alanine ligase	murB // EQU24_RS19695 // EQU24_RS19690 // ftsA // ftsZ	EQU24_RS19695	murB // EQU24_RS19695 // EQU24_RS19690 // ftsA // ftsZ		
EQU24_RS19690	EQU24_RS19690	4426704	4427444	FtsQ-type POTRA domain-containing protein	murB // EQU24_RS19695 // EQU24_RS19690 // ftsA // ftsZ	EQU24_RS19690	murB // EQU24_RS19695 // EQU24_RS19690 // ftsA // ftsZ		
ftsA	EQU24_RS19685	4425442	4426668	cell division protein FtsA	murB // EQU24_RS19695 // EQU24_RS19690 // ftsA // ftsZ	EQU24_RS19685	murB // EQU24_RS19695 // EQU24_RS19690 // ftsA // ftsZ		
ftsZ	EQU24_RS19680	4424249	4425406	cell division protein FtsZ	murB // EQU24_RS19695 // EQU24_RS19690 // ftsA // ftsZ	EQU24_RS19680	murB // EQU24_RS19695 // EQU24_RS19690 // ftsA // ftsZ		
EQU24_RS19675	EQU24_RS19675	4422829	4423752	UDP-3-O-acyl-N-acetylglucosamine deacetylase	EQU24_RS19675	EQU24_RS19675	EQU24_RS19675		
EQU24_RS19670	EQU24_RS19670	4421218	4422555	GGDEF domain-containing protein	EQU24_RS19670	EQU24_RS19670	EQU24_RS19670		
EQU24_RS19665	EQU24_RS19665	4420901	4421098	hypothetical protein	EQU24_RS19665	EQU24_RS19665	EQU24_RS19665		
EQU24_RS19660	EQU24_RS19660	4418723	4420486	DUF2236 domain-containing protein	EQU24_RS19660	EQU24_RS19660	EQU24_RS19660		
EQU24_RS19655	EQU24_RS19655	4416747	4418297	IS66 family transposase	EQU24_RS19655	EQU24_RS19655	EQU24_RS19655		
EQU24_RS19650	EQU24_RS19650	4413245	4416691	response regulator	EQU24_RS19650	EQU24_RS19650	EQU24_RS19650		
EQU24_RS19645	EQU24_RS19645	4412000	4412944	diguanylate cyclase	EQU24_RS19645	EQU24_RS19645	EQU24_RS19645		
EQU24_RS19640	EQU24_RS19640	4410817	4411866	aldehyde dehydrogenase	EQU24_RS19640	EQU24_RS19640	EQU24_RS19640		
EQU24_RS19635	EQU24_RS19635	4410303	4410569	hypothetical protein	EQU24_RS19635	EQU24_RS19635	EQU24_RS19635		
EQU24_RS19630	EQU24_RS19630	4409391	4410245	riboflavin biosynthesis protein RibD	EQU24_RS19630	EQU24_RS19630	EQU24_RS19630		
EQU24_RS19625	EQU24_RS19625	4408952	4409293	DUF2956 domain-containing protein	EQU24_RS19625	EQU24_RS19625	EQU24_RS19625		
EQU24_RS19620	EQU24_RS19620	4406892	4407827	multicopper oxidase	EQU24_RS19620	EQU24_RS19620	EQU24_RS19620		
EQU24_RS19615	EQU24_RS19615	4405034	4406821	hypothetical protein	EQU24_RS19615	EQU24_RS19615	EQU24_RS19615		
EQU24_RS19610	EQU24_RS19610	4402243	4404546	acyl-CoA dehydrogenase	EQU24_RS19610	EQU24_RS19610	EQU24_RS19610		
EQU24_RS19605	EQU24_RS19605	4399676	4401988	3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein	EQU24_RS19605 // EQU24_RS19600 // EQU24_RS19595	EQU24_RS19605	EQU24_RS19605 // EQU24_RS19600 // EQU24_RS19595		
EQU24_RS19600	EQU24_RS19600	4398537	4399679	thiolase family protein	EQU24_RS19605 // EQU24_RS19600 // EQU24_RS19595	EQU24_RS19600	EQU24_RS19605 // EQU24_RS19600 // EQU24_RS19595		
EQU24_RS19595	EQU24_RS19595	4396201	4398540	alpha/beta fold hydrolase	EQU24_RS19605 // EQU24_RS19600 // EQU24_RS19595	EQU24_RS19595	EQU24_RS19605 // EQU24_RS19600 // EQU24_RS19595		
EQU24_RS19590	EQU24_RS19590	4395431	4395934	hypothetical protein	EQU24_RS19590	EQU24_RS19590	EQU24_RS19590		
EQU24_RS19585	EQU24_RS19585	4393535	4394698	PilT/PilU family type 4a pilus ATPase	EQU24_RS19585 // EQU24_RS19580	EQU24_RS19585	EQU24_RS19585 // EQU24_RS19580		
EQU24_RS19580	EQU24_RS19580	4393237	4393524	hypothetical protein	EQU24_RS19585 // EQU24_RS19580	EQU24_RS19580	EQU24_RS19585 // EQU24_RS19580		
EQU24_RS19575	EQU24_RS19575	4392039	4393082	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	EQU24_RS19575 // EQU24_RS19570 // EQU24_RS19565	EQU24_RS19575	EQU24_RS19575 // EQU24_RS19570 // EQU24_RS19565		
EQU24_RS19570	EQU24_RS19570	4391815	4392042	sulfurtransferase TusA family protein	EQU24_RS19575 // EQU24_RS19570 // EQU24_RS19565	EQU24_RS19570	EQU24_RS19575 // EQU24_RS19570 // EQU24_RS19565		
EQU24_RS19565	EQU24_RS19565	4390673	4391815	cation transporter	EQU24_RS19575 // EQU24_RS19570 // EQU24_RS19565	EQU24_RS19565	EQU24_RS19575 // EQU24_RS19570 // EQU24_RS19565		
argJ	EQU24_RS19560	4389055	4390269	bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ	argJ	EQU24_RS19560	argJ		
EQU24_RS19555	EQU24_RS19555	4387408	4388346	Nudix family hydrolase	EQU24_RS19555	EQU24_RS19555	EQU24_RS19555		
EQU24_RS19550	EQU24_RS19550	4385830	4387017	hypothetical protein	EQU24_RS19550	EQU24_RS19550	EQU24_RS19550		
EQU24_RS19545	EQU24_RS19545	4385317	4385739	hypothetical protein	EQU24_RS19545	EQU24_RS19545	EQU24_RS19545		
EQU24_RS19540	EQU24_RS19540	4384902	4385183	type II toxin-antitoxin system ParD family antitoxin	EQU24_RS19540 // EQU24_RS19535	EQU24_RS19540	EQU24_RS19540 // EQU24_RS19535		
EQU24_RS19535	EQU24_RS19535	4384576	4384902	type II toxin-antitoxin system RelE/ParE family toxin	EQU24_RS19540 // EQU24_RS19535	EQU24_RS19535	EQU24_RS19540 // EQU24_RS19535		
EQU24_RS19530	EQU24_RS19530	4384180	4384482	HigA family addiction module antidote protein	EQU24_RS19530 // EQU24_RS19525	EQU24_RS19530	EQU24_RS19530 // EQU24_RS19525		
EQU24_RS19525	EQU24_RS19525	4383889	4384167	excinuclease ABC subunit A	EQU24_RS19530 // EQU24_RS19525	EQU24_RS19525	EQU24_RS19530 // EQU24_RS19525		
EQU24_RS19520	EQU24_RS19520	4381328	4382239	type II secretion system protein	EQU24_RS19520	EQU24_RS19520	EQU24_RS19520		
EQU24_RS19515	EQU24_RS19515	4379235	4379630	hypothetical protein	EQU24_RS19515	EQU24_RS19515	EQU24_RS19515		
EQU24_RS19510	EQU24_RS19510	4378492	4379061	DUF2939 domain-containing protein	EQU24_RS19510	EQU24_RS19510	EQU24_RS19510		
EQU24_RS19505	EQU24_RS19505	4376721	4378118	hypothetical protein	EQU24_RS19505 // EQU24_RS19500	EQU24_RS19505	EQU24_RS19505 // EQU24_RS19500		
EQU24_RS19500	EQU24_RS19500	4376071	4376724	hypothetical protein	EQU24_RS19505 // EQU24_RS19500	EQU24_RS19500	EQU24_RS19505 // EQU24_RS19500		
EQU24_RS19495	EQU24_RS19495	4373253	4375061	hypothetical protein	EQU24_RS19495	EQU24_RS19495	EQU24_RS19495		
EQU24_RS19490	EQU24_RS19490	4371735	4372952	type II secretion system F family protein	EQU24_RS19490 // EQU24_RS19485	EQU24_RS19490	EQU24_RS19490 // EQU24_RS19485		
EQU24_RS19485	EQU24_RS19485	4371274	4371714	hypothetical protein	EQU24_RS19490 // EQU24_RS19485	EQU24_RS19485	EQU24_RS19490 // EQU24_RS19485		
EQU24_RS19480	EQU24_RS19480	4368065	4370446	DUF3438 family protein	EQU24_RS19480 // EQU24_RS19475	EQU24_RS19480	EQU24_RS19480 // EQU24_RS19475		
EQU24_RS19475	EQU24_RS19475	4366810	4368060	hypothetical protein	EQU24_RS19480 // EQU24_RS19475	EQU24_RS19475	EQU24_RS19480 // EQU24_RS19475		
EQU24_RS19470	EQU24_RS19470	4363643	4366327	hypothetical protein	EQU24_RS19470 // EQU24_RS19465	EQU24_RS19470	EQU24_RS19470 // EQU24_RS19465		
EQU24_RS19465	EQU24_RS19465	4362168	4363652	type II secretion system protein	EQU24_RS19470 // EQU24_RS19465	EQU24_RS19465	EQU24_RS19470 // EQU24_RS19465		
EQU24_RS19460	EQU24_RS19460	4361053	4361754	hypothetical protein	EQU24_RS19460	EQU24_RS19460	EQU24_RS19460		
EQU24_RS19455	EQU24_RS19455	4360081	4360986	MoxR family ATPase	EQU24_RS19455	EQU24_RS19455	EQU24_RS19455		
EQU24_RS19450	EQU24_RS19450	4358356	4359330	DUF58 domain-containing protein	EQU24_RS19450 // EQU24_RS19445	EQU24_RS19450	EQU24_RS19450 // EQU24_RS19445		
EQU24_RS19445	EQU24_RS19445	4356410	4358359	DUF3488 domain-containing protein	EQU24_RS19450 // EQU24_RS19445	EQU24_RS19445	EQU24_RS19450 // EQU24_RS19445		
EQU24_RS19440	EQU24_RS19440	4353926	4356025	glycosyl hydrolase family 57	EQU24_RS19440	EQU24_RS19440	EQU24_RS19440		
EQU24_RS19435	EQU24_RS19435	4353313	4353714	hypothetical protein	EQU24_RS19435	EQU24_RS19435	EQU24_RS19435		
EQU24_RS19430	EQU24_RS19430	4351868	4352731	aldo/keto reductase	EQU24_RS19430	EQU24_RS19430	EQU24_RS19430		
EQU24_RS19425	EQU24_RS19425	4350860	4351207	hypothetical protein	EQU24_RS19425	EQU24_RS19425	EQU24_RS19425		
EQU24_RS19420	EQU24_RS19420	4350195	4350542	P-II family nitrogen regulator	EQU24_RS19420	EQU24_RS19420	EQU24_RS19420		
EQU24_RS19415	EQU24_RS19415	4348160	4350136	sodium/hydrogen exchanger	EQU24_RS19415	EQU24_RS19415	EQU24_RS19415		
tgt	EQU24_RS19410	4346916	4348031	tRNA guanosine(34) transglycosylase Tgt	tgt	EQU24_RS19410	tgt		
yajC	EQU24_RS19405	4346525	4346872	preprotein translocase subunit YajC	yajC // secD // secF	EQU24_RS19405	yajC // secD // secF		
secD	EQU24_RS19400	4344650	4346497	protein translocase subunit SecD	yajC // secD // secF	EQU24_RS19400	yajC // secD // secF		
secF	EQU24_RS19395	4343696	4344622	protein translocase subunit SecF	yajC // secD // secF	EQU24_RS19395	yajC // secD // secF		
EQU24_RS19390	EQU24_RS19390	4342465	4342896	nucleoside-diphosphate kinase	EQU24_RS19390	EQU24_RS19390	EQU24_RS19390		
EQU24_RS19385	EQU24_RS19385	4341378	4342490	bifunctional tRNA (adenosine(37)-C2)-methyltransferase TrmG/ribosomal RNA large subunit methyltransferase RlmN	EQU24_RS19385 // pilW // hisS	EQU24_RS19385	EQU24_RS19385 // pilW // hisS		
pilW	EQU24_RS19380	4340609	4341340	type IV pilus biogenesis/stability protein PilW	EQU24_RS19385 // pilW // hisS	EQU24_RS19380	EQU24_RS19385 // pilW // hisS		
hisS	EQU24_RS19375	4339348	4340619	histidine--tRNA ligase	EQU24_RS19385 // pilW // hisS	EQU24_RS19375	EQU24_RS19385 // pilW // hisS		
EQU24_RS19370	EQU24_RS19370	4338208	4338846	tetratricopeptide repeat protein	EQU24_RS19370 // bamB // der	EQU24_RS19370	EQU24_RS19370 // bamB // der		
bamB	EQU24_RS19365	4337026	4338207	outer membrane protein assembly factor BamB	EQU24_RS19370 // bamB // der	EQU24_RS19365	EQU24_RS19370 // bamB // der		
der	EQU24_RS19360	4335635	4337023	ribosome biogenesis GTPase Der	EQU24_RS19370 // bamB // der	EQU24_RS19360	EQU24_RS19370 // bamB // der		
EQU24_RS19355	EQU24_RS19355	4333385	4334593	PAS domain S-box protein	EQU24_RS19355 // EQU24_RS19350 // EQU24_RS19345 // EQU24_RS19340	EQU24_RS19355	EQU24_RS19355 // EQU24_RS19350 // EQU24_RS19345 // EQU24_RS19340		
EQU24_RS19350	EQU24_RS19350	4332933	4333388	response regulator	EQU24_RS19355 // EQU24_RS19350 // EQU24_RS19345 // EQU24_RS19340	EQU24_RS19350	EQU24_RS19355 // EQU24_RS19350 // EQU24_RS19345 // EQU24_RS19340		
EQU24_RS19345	EQU24_RS19345	4331203	4332933	GGDEF domain-containing response regulator	EQU24_RS19355 // EQU24_RS19350 // EQU24_RS19345 // EQU24_RS19340	EQU24_RS19345	EQU24_RS19355 // EQU24_RS19350 // EQU24_RS19345 // EQU24_RS19340		
EQU24_RS19340	EQU24_RS19340	4329116	4331185	EAL domain-containing protein	EQU24_RS19355 // EQU24_RS19350 // EQU24_RS19345 // EQU24_RS19340	EQU24_RS19340	EQU24_RS19355 // EQU24_RS19350 // EQU24_RS19345 // EQU24_RS19340		
EQU24_RS19335	EQU24_RS19335	4328466	4328720	hypothetical protein	EQU24_RS19335	EQU24_RS19335	EQU24_RS19335		
EQU24_RS19330	EQU24_RS19330	4328046	4328477	YjbQ family protein	EQU24_RS19330	EQU24_RS19330	EQU24_RS19330		
EQU24_RS19325	EQU24_RS19325	4327338	4327772	DUF411 domain-containing protein	EQU24_RS19325	EQU24_RS19325	EQU24_RS19325		
EQU24_RS19320	EQU24_RS19320	4326730	4327095	hypothetical protein	EQU24_RS19320	EQU24_RS19320	EQU24_RS19320		
EQU24_RS19315	EQU24_RS19315	4324345	4325097	methane monooxygenase/ammonia monooxygenase subunit C	EQU24_RS19315 // EQU24_RS19310 // EQU24_RS19305	EQU24_RS19315	EQU24_RS19315 // EQU24_RS19310 // EQU24_RS19305		
EQU24_RS19310	EQU24_RS19310	4323493	4324236	methane monooxygenase/ammonia monooxygenase subunit A	EQU24_RS19315 // EQU24_RS19310 // EQU24_RS19305	EQU24_RS19310	EQU24_RS19315 // EQU24_RS19310 // EQU24_RS19305		
EQU24_RS19305	EQU24_RS19305	4322155	4323399	methane monooxygenase/ammonia monooxygenase subunit B	EQU24_RS19315 // EQU24_RS19310 // EQU24_RS19305	EQU24_RS19305	EQU24_RS19315 // EQU24_RS19310 // EQU24_RS19305		
EQU24_RS19300	EQU24_RS19300	4321734	4321811	prepilin-type cleavage/methylation domain-containing protein	EQU24_RS19300	EQU24_RS19300	EQU24_RS19300		
EQU24_RS19295	EQU24_RS19295	4316418	4318367	DUF393 domain-containing protein	EQU24_RS19295	EQU24_RS19295	EQU24_RS19295		
EQU24_RS19290	EQU24_RS19290	4315538	4315927	hypothetical protein	EQU24_RS19290 // EQU24_RS19285	EQU24_RS19290	EQU24_RS19290 // EQU24_RS19285		
EQU24_RS19285	EQU24_RS19285	4315089	4315514	hypothetical protein	EQU24_RS19290 // EQU24_RS19285	EQU24_RS19285	EQU24_RS19290 // EQU24_RS19285		
EQU24_RS19280	EQU24_RS19280	4314846	4315034	DUF2970 domain-containing protein	EQU24_RS19280	EQU24_RS19280	EQU24_RS19280		
metH	EQU24_RS19275	4311069	4314740	methionine synthase	metH // EQU24_RS19270 // EQU24_RS19265	EQU24_RS19275	metH // EQU24_RS19270 // EQU24_RS19265		
EQU24_RS19270	EQU24_RS19270	4310561	4311055	TIGR00645 family protein	metH // EQU24_RS19270 // EQU24_RS19265	EQU24_RS19270	metH // EQU24_RS19270 // EQU24_RS19265		
EQU24_RS19265	EQU24_RS19265	4310299	4310568	glutaredoxin family protein	metH // EQU24_RS19270 // EQU24_RS19265	EQU24_RS19265	metH // EQU24_RS19270 // EQU24_RS19265		
EQU24_RS19260	EQU24_RS19260	4309296	4309670	cupin domain-containing protein	EQU24_RS19260	EQU24_RS19260	EQU24_RS19260		
EQU24_RS19255	EQU24_RS19255	4308633	4309172	DUF2058 domain-containing protein	EQU24_RS19255 // EQU24_RS19250	EQU24_RS19255	EQU24_RS19255 // EQU24_RS19250		
EQU24_RS19250	EQU24_RS19250	4307638	4308609	calcium/sodium antiporter	EQU24_RS19255 // EQU24_RS19250	EQU24_RS19250	EQU24_RS19255 // EQU24_RS19250		
ald	EQU24_RS19245	4306213	4307319	alanine dehydrogenase	ald	EQU24_RS19245	ald		
EQU24_RS19240	EQU24_RS19240	4305609	4305869	hypothetical protein	EQU24_RS19240	EQU24_RS19240	EQU24_RS19240		
EQU24_RS19235	EQU24_RS19235	4303971	4305338	hypothetical protein	EQU24_RS19235 // EQU24_RS19230	EQU24_RS19235	EQU24_RS19235 // EQU24_RS19230		
EQU24_RS19230	EQU24_RS19230	4302698	4303984	hypothetical protein	EQU24_RS19235 // EQU24_RS19230	EQU24_RS19230	EQU24_RS19235 // EQU24_RS19230		
EQU24_RS19225	EQU24_RS19225	4301380	4302324	lactate dehydrogenase	EQU24_RS19225	EQU24_RS19225	EQU24_RS19225		
EQU24_RS19220	EQU24_RS19220	4299601	4301082	polysaccharide biosynthesis protein	EQU24_RS19220	EQU24_RS19220	EQU24_RS19220		
EQU24_RS19215	EQU24_RS19215	4298923	4299189	hypothetical protein	EQU24_RS19215	EQU24_RS19215	EQU24_RS19215		
EQU24_RS19210	EQU24_RS19210	4298736	4298930	hypothetical protein	EQU24_RS19210	EQU24_RS19210	EQU24_RS19210		
EQU24_RS19205	EQU24_RS19205	4297888	4298628	ABC transporter ATP-binding protein	EQU24_RS19205 // EQU24_RS19200	EQU24_RS19205	EQU24_RS19205 // EQU24_RS19200		
EQU24_RS19200	EQU24_RS19200	4297133	4297891	ABC transporter permease	EQU24_RS19205 // EQU24_RS19200	EQU24_RS19200	EQU24_RS19205 // EQU24_RS19200		
EQU24_RS19195	EQU24_RS19195	4296076	4297050	ABC transporter substrate-binding protein	EQU24_RS19195	EQU24_RS19195	EQU24_RS19195		
moaA	EQU24_RS19190	4294775	4295782	GTP 3',8-cyclase MoaA	moaA	EQU24_RS19190	moaA		
EQU24_RS19185	EQU24_RS19185	4292739	4294019	DEAD/DEAH box helicase	EQU24_RS19185	EQU24_RS19185	EQU24_RS19185		
EQU24_RS19180	EQU24_RS19180	4291434	4292561	sodium ion-translocating decarboxylase subunit beta	EQU24_RS19180	EQU24_RS19180	EQU24_RS19180		
oadA	EQU24_RS19175	4289173	4290957	oxaloacetate decarboxylase subunit alpha	oadA	EQU24_RS19175	oadA		
EQU24_RS19170	EQU24_RS19170	4287017	4288225	porin	EQU24_RS19170	EQU24_RS19170	EQU24_RS19170		
EQU24_RS19165	EQU24_RS19165	4286034	4286393	hypothetical protein	EQU24_RS19165	EQU24_RS19165	EQU24_RS19165		
EQU24_RS19160	EQU24_RS19160	4283256	4285490	TonB-dependent receptor	EQU24_RS19160	EQU24_RS19160	EQU24_RS19160		
EQU24_RS19155	EQU24_RS19155	4282468	4283163	DUF2182 domain-containing protein	EQU24_RS19155	EQU24_RS19155	EQU24_RS19155		
EQU24_RS19150	EQU24_RS19150	4281818	4282408	DUF1326 domain-containing protein	EQU24_RS19150 // EQU24_RS19145 // EQU24_RS19140	EQU24_RS19150	EQU24_RS19150 // EQU24_RS19145 // EQU24_RS19140		
EQU24_RS19145	EQU24_RS19145	4281054	4281788	SDR family NAD(P)-dependent oxidoreductase	EQU24_RS19150 // EQU24_RS19145 // EQU24_RS19140	EQU24_RS19145	EQU24_RS19150 // EQU24_RS19145 // EQU24_RS19140		
EQU24_RS19140	EQU24_RS19140	4280476	4281051	carbonic anhydrase	EQU24_RS19150 // EQU24_RS19145 // EQU24_RS19140	EQU24_RS19140	EQU24_RS19150 // EQU24_RS19145 // EQU24_RS19140		
EQU24_RS19135	EQU24_RS19135	4278625	4280202	sigma-54-dependent Fis family transcriptional regulator	EQU24_RS19135	EQU24_RS19135	EQU24_RS19135		
ispB	EQU24_RS19130	4277618	4278628	octaprenyl diphosphate synthase	ispB	EQU24_RS19130	ispB		
rplU	EQU24_RS19125	4277040	4277351	50S ribosomal protein L21	rplU // EQU24_RS19120	EQU24_RS19125	rplU // EQU24_RS19120		
EQU24_RS19120	EQU24_RS19120	4276762	4277019	50S ribosomal protein L27	rplU // EQU24_RS19120	EQU24_RS19120	rplU // EQU24_RS19120		
cgtA	EQU24_RS19115	4275624	4276658	Obg family GTPase CgtA	cgtA // EQU24_RS19110	EQU24_RS19115	cgtA // EQU24_RS19110		
EQU24_RS19110	EQU24_RS19110	4274516	4275637	glutamate 5-kinase	cgtA // EQU24_RS19110	EQU24_RS19110	cgtA // EQU24_RS19110		
rpsT	EQU24_RS19105	4274207	4274470	30S ribosomal protein S20	rpsT	EQU24_RS19105	rpsT		
EQU24_RS19100	EQU24_RS19100	4273941	4274030	hypothetical protein	EQU24_RS19100	EQU24_RS19100	EQU24_RS19100		
EQU24_RS19095	EQU24_RS19095	4273548	4273898	hypothetical protein	EQU24_RS19095	EQU24_RS19095	EQU24_RS19095		
ribF	EQU24_RS19090	4272557	4273486	bifunctional riboflavin kinase/FAD synthetase	ribF // ileS // EQU24_RS19080	EQU24_RS19090	ribF // ileS // EQU24_RS19080		
ileS	EQU24_RS19085	4269716	4272541	isoleucine--tRNA ligase	ribF // ileS // EQU24_RS19080	EQU24_RS19085	ribF // ileS // EQU24_RS19080		
EQU24_RS19080	EQU24_RS19080	4269227	4269700	lipoprotein signal peptidase	ribF // ileS // EQU24_RS19080	EQU24_RS19080	ribF // ileS // EQU24_RS19080		
EQU24_RS19075	EQU24_RS19075	4268965	4269252	hypothetical protein	EQU24_RS19075	EQU24_RS19075	EQU24_RS19075		
ampD	EQU24_RS19070	4268149	4268751	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	ampD	EQU24_RS19070	ampD		
nadC	EQU24_RS19065	4267286	4268116	carboxylating nicotinate-nucleotide diphosphorylase	nadC // EQU24_RS19060	EQU24_RS19065	nadC // EQU24_RS19060		
EQU24_RS19060	EQU24_RS19060	4266802	4267284	flavin reductase	nadC // EQU24_RS19060	EQU24_RS19060	nadC // EQU24_RS19060		
EQU24_RS19055	EQU24_RS19055	4265822	4266502	hypothetical protein	EQU24_RS19055	EQU24_RS19055	EQU24_RS19055		
EQU24_RS19050	EQU24_RS19050	4263547	4265751	EAL domain-containing protein	EQU24_RS19050	EQU24_RS19050	EQU24_RS19050		
EQU24_RS19045	EQU24_RS19045	4262041	4263239	IS3 family transposase	EQU24_RS19045	EQU24_RS19045	EQU24_RS19045		
EQU24_RS19040	EQU24_RS19040	4258192	4261629	PAS domain S-box protein	EQU24_RS19040 // EQU24_RS19035	EQU24_RS19040	EQU24_RS19040 // EQU24_RS19035		
EQU24_RS19035	EQU24_RS19035	4257551	4258195	response regulator transcription factor	EQU24_RS19040 // EQU24_RS19035	EQU24_RS19035	EQU24_RS19040 // EQU24_RS19035		
EQU24_RS19030	EQU24_RS19030	4256201	4257097	hypothetical protein	EQU24_RS19030	EQU24_RS19030	EQU24_RS19030		
EQU24_RS19025	EQU24_RS19025	4254419	4255866	IS3 family transposase	EQU24_RS19025	EQU24_RS19025	EQU24_RS19025		
EQU24_RS19020	EQU24_RS19020	4251742	4253904	toxin	EQU24_RS19020	EQU24_RS19020	EQU24_RS19020		
EQU24_RS19015	EQU24_RS19015	4251432	4251650	hypothetical protein	EQU24_RS19015	EQU24_RS19015	EQU24_RS19015		
EQU24_RS19010	EQU24_RS19010	4248963	4251446	EAL domain-containing protein	EQU24_RS19010 // EQU24_RS19005	EQU24_RS19010	EQU24_RS19010 // EQU24_RS19005		
EQU24_RS19005	EQU24_RS19005	4246794	4248923	HDOD domain-containing protein	EQU24_RS19010 // EQU24_RS19005	EQU24_RS19005	EQU24_RS19010 // EQU24_RS19005		
